,,CH1,CH2,CH3,CH4,,GateV,Vf,If
4524,6.05E-06,-1020,6014,257,-640,,-0.159375,0.9396875,-0.0004
4525,6.05E-06,-642,5376,639,-640,,-0.1003125,0.84,-0.0004
4526,6.05E-06,-1024,6014,126,-641,,-0.16,0.9396875,-0.000400625
4527,6.05E-06,-512,5888,129,-510,,-0.08,0.92,-0.00031875
4528,6.06E-06,-896,6017,-133,-649,,-0.14,0.94015625,-0.000405625
4529,6.06E-06,-515,5504,766,0,,-0.08046875,0.86,0
4530,6.06E-06,-1019,5380,130,-773,,-0.15921875,0.840625,-0.000483125
4531,6.06E-06,-1030,5759,128,-1154,,-0.1609375,0.89984375,-0.00072125
4532,6.06E-06,-640,5503,126,-1150,,-0.1,0.85984375,-0.00071875
4533,6.07E-06,-896,5889,-1,-639,,-0.14,0.92015625,-0.000399375
4534,6.07E-06,-640,5763,257,-768,,-0.1,0.90046875,-0.00048
4535,6.07E-06,-898,4992,-253,-766,,-0.1403125,0.78,-0.00047875
4536,6.07E-06,-510,5632,256,-1280,,-0.0796875,0.88,-0.0008
4537,6.07E-06,-771,5632,768,-766,,-0.12046875,0.88,-0.00047875
4538,6.08E-06,-897,5632,256,-638,,-0.14015625,0.88,-0.00039875
4539,6.08E-06,-891,5503,895,-257,,-0.13921875,0.85984375,-0.000160625
4540,6.08E-06,-644,5886,5,-766,,-0.100625,0.9196875,-0.00047875
4541,6.08E-06,-1154,5892,-389,-771,,-0.1803125,0.920625,-0.000481875
4542,6.08E-06,-778,5632,126,-764,,-0.1215625,0.88,-0.0004775
4543,6.09E-06,-765,6016,128,-1025,,-0.11953125,0.94,-0.000640625
4544,6.09E-06,-896,5886,512,-514,,-0.14,0.9196875,-0.00032125
4545,6.09E-06,-768,5887,256,-512,,-0.12,0.91984375,-0.00032
4546,6.09E-06,-896,5632,511,-767,,-0.14,0.88,-0.000479375
4547,6.09E-06,-765,5759,0,-767,,-0.11953125,0.89984375,-0.000479375
4548,6.10E-06,-1148,5761,380,-1149,,-0.179375,0.90015625,-0.000718125
4549,6.10E-06,-766,5759,384,-899,,-0.1196875,0.89984375,-0.000561875
4550,6.10E-06,-516,5888,256,-384,,-0.080625,0.92,-0.00024
4551,6.10E-06,-1158,5886,127,0,,-0.1809375,0.9196875,0
4552,6.10E-06,-1018,5631,-1,-898,,-0.1590625,0.87984375,-0.00056125
4553,6.11E-06,-770,5760,0,-385,,-0.1203125,0.9,-0.000240625
4554,6.11E-06,-896,5759,383,-1151,,-0.14,0.89984375,-0.000719375
4555,6.11E-06,-520,5761,3,-768,,-0.08125,0.90015625,-0.00048
4556,6.11E-06,-636,5504,-128,-512,,-0.099375,0.86,-0.00032
4557,6.11E-06,-898,5760,-126,-768,,-0.1403125,0.9,-0.00048
4558,6.12E-06,-512,5630,385,-507,,-0.08,0.8796875,-0.000316875
4559,6.12E-06,-768,5378,127,-129,,-0.12,0.8403125,-0.000080625
4560,6.12E-06,-642,6146,128,-643,,-0.1003125,0.9603125,-0.000401875
4561,6.12E-06,-764,6020,384,-901,,-0.119375,0.940625,-0.000563125
4562,6.12E-06,-1028,5761,129,-384,,-0.160625,0.90015625,-0.00024
4563,6.13E-06,-1274,5636,127,-640,,-0.1990625,0.880625,-0.0004
4564,6.13E-06,-643,6015,0,-1029,,-0.10046875,0.93984375,-0.000643125
4565,6.13E-06,-1285,5502,129,-1276,,-0.20078125,0.8596875,-0.0007975
4566,6.13E-06,-761,5504,128,-385,,-0.11890625,0.86,-0.000240625
4567,6.13E-06,-1027,5631,256,-1407,,-0.16046875,0.87984375,-0.000879375
4568,6.14E-06,-896,5633,255,-782,,-0.14,0.88015625,-0.00048875
4569,6.14E-06,-890,5632,384,-768,,-0.1390625,0.88,-0.00048
4570,6.14E-06,-1280,5760,384,-1277,,-0.2,0.9,-0.000798125
4571,6.14E-06,-1024,5628,512,-508,,-0.16,0.879375,-0.0003175
4572,6.14E-06,-1409,5505,510,-1033,,-0.22015625,0.86015625,-0.000645625
4573,6.15E-06,-898,5760,128,-1022,,-0.1403125,0.9,-0.00063875
4574,6.15E-06,-1151,5635,128,-512,,-0.17984375,0.88046875,-0.00032
4575,6.15E-06,-896,5504,512,-1152,,-0.14,0.86,-0.00072
4576,6.15E-06,-1150,5890,765,-504,,-0.1796875,0.9203125,-0.000315
4577,6.15E-06,-769,6013,118,-518,,-0.12015625,0.93953125,-0.00032375
4578,6.16E-06,-1151,5630,7,-766,,-0.17984375,0.8796875,-0.00047875
4579,6.16E-06,-632,5762,640,-513,,-0.09875,0.9003125,-0.000320625
4580,6.16E-06,-905,5759,0,-1025,,-0.14140625,0.89984375,-0.000640625
4581,6.16E-06,-893,5631,381,-764,,-0.13953125,0.87984375,-0.0004775
4582,6.16E-06,-766,5886,128,-1280,,-0.1196875,0.9196875,-0.0008
4583,6.17E-06,-1025,5502,128,-509,,-0.16015625,0.8596875,-0.000318125
4584,6.17E-06,-640,5894,2,-516,,-0.1,0.9209375,-0.0003225
4585,6.17E-06,-640,6015,390,-770,,-0.1,0.93984375,-0.00048125
4586,6.17E-06,-894,5758,640,-896,,-0.1396875,0.8996875,-0.00056
4587,6.17E-06,-1281,5506,-126,-769,,-0.20015625,0.8603125,-0.000480625
4588,6.18E-06,-640,5375,126,-514,,-0.1,0.83984375,-0.00032125
4589,6.18E-06,-390,5761,255,-253,,-0.0609375,0.90015625,-0.000158125
4590,6.18E-06,-898,5631,0,-388,,-0.1403125,0.87984375,-0.0002425
4591,6.18E-06,-504,5759,2,-1286,,-0.07875,0.89984375,-0.00080375
4592,6.18E-06,-518,5633,513,-1150,,-0.0809375,0.88015625,-0.00071875
4593,6.19E-06,-895,6016,256,-1021,,-0.13984375,0.94,-0.000638125
4594,6.19E-06,-512,5893,382,-386,,-0.08,0.92078125,-0.00024125
4595,6.19E-06,-890,5504,128,-514,,-0.1390625,0.86,-0.00032125
4596,6.19E-06,-1153,5510,-126,-384,,-0.18015625,0.8609375,-0.00024
4597,6.19E-06,-642,6014,256,-646,,-0.1003125,0.9396875,-0.00040375
4598,6.20E-06,-768,5373,0,-895,,-0.12,0.83953125,-0.000559375
4599,6.20E-06,-768,5632,254,-510,,-0.12,0.88,-0.00031875
4600,6.20E-06,-641,5504,-383,-256,,-0.10015625,0.86,-0.00016
4601,6.20E-06,-639,5503,124,-765,,-0.09984375,0.85984375,-0.000478125
4602,6.20E-06,-898,5761,-1,-1024,,-0.1403125,0.90015625,-0.00064
4603,6.21E-06,-894,5884,-1,-896,,-0.1396875,0.919375,-0.00056
4604,6.21E-06,-1045,5503,-128,-509,,-0.16328125,0.85984375,-0.000318125
4605,6.21E-06,-1783,6018,393,-257,,-0.27859375,0.9403125,-0.000160625
4606,6.21E-06,-630,6143,635,-639,,-0.0984375,0.95984375,-0.000399375
4607,6.21E-06,-1024,5757,2,-766,,-0.16,0.89953125,-0.00047875
4608,6.22E-06,-641,6272,255,-1280,,-0.10015625,0.98,-0.0008
4609,6.22E-06,-899,5753,257,-256,,-0.14046875,0.89890625,-0.00016
4610,6.22E-06,-383,5629,642,-643,,-0.05984375,0.87953125,-0.000401875
4611,6.22E-06,-1150,5509,510,-514,,-0.1796875,0.86078125,-0.00032125
4612,6.22E-06,-1024,6017,255,-1026,,-0.16,0.94015625,-0.00064125
4613,6.23E-06,-1149,5888,128,-1023,,-0.17953125,0.92,-0.000639375
4614,6.23E-06,-1279,6015,128,-767,,-0.19984375,0.93984375,-0.000479375
4615,6.23E-06,-1019,5758,128,-766,,-0.15921875,0.8996875,-0.00047875
4616,6.23E-06,-649,5502,130,-513,,-0.10140625,0.8596875,-0.000320625
4617,6.23E-06,-1281,5380,514,-772,,-0.20015625,0.840625,-0.0004825
4618,6.24E-06,-626,5890,250,-634,,-0.0978125,0.9203125,-0.00039625
4619,6.24E-06,-908,5888,-128,-260,,-0.141875,0.92,-0.0001625
4620,6.24E-06,-1149,6018,382,-1152,,-0.17953125,0.9403125,-0.00072
4621,6.24E-06,-769,5376,3,-905,,-0.12015625,0.84,-0.000565625
4622,6.24E-06,-1148,5505,0,-384,,-0.179375,0.86015625,-0.00024
4623,6.25E-06,-1029,5760,0,-898,,-0.16078125,0.9,-0.00056125
4624,6.25E-06,-640,5632,-1,-896,,-0.1,0.88,-0.00056
4625,6.25E-06,-1023,5887,1,-896,,-0.15984375,0.91984375,-0.00056
4626,6.25E-06,-1025,5376,256,-384,,-0.16015625,0.84,-0.00024
4627,6.25E-06,-785,5755,0,-642,,-0.12265625,0.89921875,-0.00040125
4628,6.26E-06,-392,5632,127,-256,,-0.06125,0.88,-0.00016
4629,6.26E-06,-1539,5622,129,-1026,,-0.24046875,0.8784375,-0.00064125
4630,6.26E-06,-625,5126,386,-898,,-0.09765625,0.8009375,-0.00056125
4631,6.26E-06,-774,6279,254,-1406,,-0.1209375,0.98109375,-0.00087875
4632,6.26E-06,-897,5884,-130,-637,,-0.14015625,0.919375,-0.000398125
4633,6.27E-06,-895,5376,-256,-770,,-0.13984375,0.84,-0.00048125
4634,6.27E-06,-897,5761,-2,-512,,-0.14015625,0.90015625,-0.00032
4635,6.27E-06,-1152,5248,128,-641,,-0.18,0.82,-0.000400625
4636,6.27E-06,-897,5759,-1,-643,,-0.14015625,0.89984375,-0.000401875
4637,6.27E-06,-897,5119,1,-896,,-0.14015625,0.79984375,-0.00056
4638,6.28E-06,-640,5637,385,-506,,-0.1,0.88078125,-0.00031625
4639,6.28E-06,-897,5760,256,-256,,-0.14015625,0.9,-0.00016
4640,6.28E-06,-515,5634,125,-896,,-0.08046875,0.8803125,-0.00056
4641,6.28E-06,-770,5248,384,-1796,,-0.1203125,0.82,-0.0011225
4642,6.28E-06,-899,5507,0,-507,,-0.14046875,0.86046875,-0.000316875
4643,6.29E-06,-1154,5761,385,-387,,-0.1803125,0.90015625,-0.000241875
4644,6.29E-06,-887,5890,-3,-386,,-0.13859375,0.9203125,-0.00024125
4645,6.29E-06,-773,6144,-1,-770,,-0.12078125,0.96,-0.00048125
4646,6.29E-06,-894,5760,-127,-768,,-0.1396875,0.9,-0.00048
4647,6.29E-06,-641,5880,382,-762,,-0.10015625,0.91875,-0.00047625
4648,6.30E-06,-1021,6143,256,-1152,,-0.15953125,0.95984375,-0.00072
4649,6.30E-06,-773,5755,256,5,,-0.12078125,0.89921875,0.000003125
4650,6.30E-06,-639,5506,384,-512,,-0.09984375,0.8603125,-0.00032
4651,6.30E-06,-769,5760,0,-767,,-0.12015625,0.9,-0.000479375
4652,6.30E-06,-764,5632,512,-638,,-0.119375,0.88,-0.00039875
4653,6.31E-06,-1155,5634,768,-512,,-0.18046875,0.8803125,-0.00032
4654,6.31E-06,-641,5127,391,-523,,-0.10015625,0.80109375,-0.000326875
4655,6.31E-06,-1024,5369,255,0,,-0.16,0.83890625,0
4656,6.31E-06,-512,6016,256,-765,,-0.08,0.94,-0.000478125
4657,6.31E-06,-901,5633,256,-895,,-0.14078125,0.88015625,-0.000559375
4658,6.32E-06,-1022,5761,130,-1154,,-0.1596875,0.90015625,-0.00072125
4659,6.32E-06,-769,5376,-2,-516,,-0.12015625,0.84,-0.0003225
4660,6.32E-06,-896,5752,382,-392,,-0.14,0.89875,-0.000245
4661,6.32E-06,-514,5761,255,-368,,-0.0803125,0.90015625,-0.00023
4662,6.32E-06,-891,5760,512,-1286,,-0.13921875,0.9,-0.00080375
4663,6.33E-06,-897,5632,128,-1,,-0.14015625,0.88,-0.000000625
4664,6.33E-06,-897,5629,0,-1021,,-0.14015625,0.87953125,-0.000638125
4665,6.33E-06,-638,6271,127,-774,,-0.0996875,0.97984375,-0.00048375
4666,6.33E-06,-1019,5768,255,-647,,-0.15921875,0.90125,-0.000404375
4667,6.33E-06,-901,5737,256,-245,,-0.14078125,0.89640625,-0.000153125
4668,6.34E-06,-895,6274,129,-1152,,-0.13984375,0.9803125,-0.00072
4669,6.34E-06,-640,5115,0,-1025,,-0.1,0.79921875,-0.000640625
4670,6.34E-06,-765,5639,128,-896,,-0.11953125,0.88109375,-0.00056
4671,6.34E-06,-382,5628,-127,-511,,-0.0596875,0.879375,-0.000319375
4672,6.34E-06,-642,5504,512,-384,,-0.1003125,0.86,-0.00024
4673,6.35E-06,-767,5763,-507,-381,,-0.11984375,0.90046875,-0.000238125
4674,6.35E-06,-1281,5248,124,-895,,-0.20015625,0.82,-0.000559375
4675,6.35E-06,-648,5632,384,-768,,-0.10125,0.88,-0.00048
4676,6.35E-06,-639,5247,126,-257,,-0.09984375,0.81984375,-0.000160625
4677,6.35E-06,-896,5378,0,-899,,-0.14,0.8403125,-0.000561875
4678,6.36E-06,-767,5760,128,-640,,-0.11984375,0.9,-0.0004
4679,6.36E-06,-1276,5631,4,-890,,-0.199375,0.87984375,-0.00055625
4680,6.36E-06,-1034,5888,-137,-1286,,-0.1615625,0.92,-0.00080375
4681,6.36E-06,-639,5504,640,-517,,-0.09984375,0.86,-0.000323125
4682,6.36E-06,-642,5376,-128,-636,,-0.1003125,0.84,-0.0003975
4683,6.37E-06,-771,5376,519,-897,,-0.12046875,0.84,-0.000560625
4684,6.37E-06,-897,5888,639,-896,,-0.14015625,0.92,-0.00056
4685,6.37E-06,-897,5505,256,-1279,,-0.14015625,0.86015625,-0.000799375
4686,6.37E-06,-895,5495,511,-781,,-0.13984375,0.85859375,-0.000488125
4687,6.37E-06,-649,6021,383,-385,,-0.10140625,0.94078125,-0.000240625
4688,6.38E-06,-510,5120,513,-507,,-0.0796875,0.8,-0.000316875
4689,6.38E-06,-765,6149,128,-768,,-0.11953125,0.96078125,-0.00048
4690,6.38E-06,-897,5501,768,-513,,-0.14015625,0.85953125,-0.000320625
4691,6.38E-06,-892,5504,135,-1023,,-0.139375,0.86,-0.000639375
4692,6.38E-06,-1028,5248,-5,-771,,-0.160625,0.82,-0.000481875
4693,6.39E-06,-651,5501,510,-384,,-0.10171875,0.85953125,-0.00024
4694,6.39E-06,-641,5376,256,-640,,-0.10015625,0.84,-0.0004
4695,6.39E-06,-767,5504,512,-768,,-0.11984375,0.86,-0.00048
4696,6.39E-06,-642,5760,255,-387,,-0.1003125,0.9,-0.000241875
4697,6.39E-06,-895,5757,256,-1409,,-0.13984375,0.89953125,-0.000880625
4698,6.40E-06,-642,4993,256,-637,,-0.1003125,0.78015625,-0.000398125
4699,6.40E-06,-1159,6140,126,-512,,-0.18109375,0.959375,-0.00032
4700,6.40E-06,-1148,5896,510,-255,,-0.179375,0.92125,-0.000159375
4701,6.40E-06,-641,5760,385,-1016,,-0.10015625,0.9,-0.000635
4702,6.40E-06,-640,6016,258,-1282,,-0.1,0.94,-0.00080125
4703,6.41E-06,-385,5757,642,-512,,-0.06015625,0.89953125,-0.00032
4704,6.41E-06,-638,5248,381,-512,,-0.0996875,0.82,-0.00032
4705,6.41E-06,-896,5759,-128,-642,,-0.14,0.89984375,-0.00040125
4706,6.41E-06,-768,5504,256,3,,-0.12,0.86,0.000001875
4707,6.41E-06,-640,5886,-129,-894,,-0.1,0.9196875,-0.00055875
4708,6.42E-06,-126,5886,384,-256,,-0.0196875,0.9196875,-0.00016
4709,6.42E-06,-657,5757,128,-512,,-0.10265625,0.89953125,-0.00032
4710,6.42E-06,-1281,5636,-128,-768,,-0.20015625,0.880625,-0.00048
4711,6.42E-06,-890,6015,128,-769,,-0.1390625,0.93984375,-0.000480625
4712,6.42E-06,-774,5375,0,-1025,,-0.1209375,0.83984375,-0.000640625
4713,6.43E-06,-1281,6142,-1,-897,,-0.20015625,0.9596875,-0.000560625
4714,6.43E-06,-642,5378,127,-768,,-0.1003125,0.8403125,-0.00048
4715,6.43E-06,-1148,5632,256,-384,,-0.179375,0.88,-0.00024
4716,6.43E-06,-773,5631,128,-640,,-0.12078125,0.87984375,-0.0004
4717,6.43E-06,-512,5505,257,-1024,,-0.08,0.86015625,-0.00064
4718,6.44E-06,-508,6017,384,-896,,-0.079375,0.94015625,-0.00056
4719,6.44E-06,-896,5889,1,-639,,-0.14,0.92015625,-0.000399375
4720,6.44E-06,-511,5636,251,-644,,-0.07984375,0.880625,-0.0004025
4721,6.44E-06,-1156,5376,256,-130,,-0.180625,0.84,-0.00008125
4722,6.44E-06,-889,5633,257,-383,,-0.13890625,0.88015625,-0.000239375
4723,6.45E-06,-639,5631,510,-508,,-0.09984375,0.87984375,-0.0003175
4724,6.45E-06,-772,5503,257,-1152,,-0.120625,0.85984375,-0.00072
4725,6.45E-06,-1024,6140,768,-522,,-0.16,0.959375,-0.00032625
4726,6.45E-06,-768,5903,128,-256,,-0.12,0.92234375,-0.00016
4727,6.45E-06,-889,5376,637,-384,,-0.13890625,0.84,-0.00024
4728,6.46E-06,-900,5891,130,-1026,,-0.140625,0.92046875,-0.00064125
4729,6.46E-06,-513,5628,2,-895,,-0.08015625,0.879375,-0.000559375
4730,6.46E-06,-889,5633,643,-639,,-0.13890625,0.88015625,-0.000399375
4731,6.46E-06,-1027,5760,386,-641,,-0.16046875,0.9,-0.000400625
4732,6.46E-06,-642,5760,128,-896,,-0.1003125,0.9,-0.00056
4733,6.47E-06,-651,5634,257,256,,-0.10171875,0.8803125,0.00016
4734,6.47E-06,-126,5504,-128,-900,,-0.0196875,0.86,-0.0005625
4735,6.47E-06,-387,5505,256,-767,,-0.06046875,0.86015625,-0.000479375
4736,6.47E-06,-515,5760,0,-640,,-0.08046875,0.9,-0.0004
4737,6.47E-06,-773,5504,258,-642,,-0.12078125,0.86,-0.00040125
4738,6.48E-06,-635,5633,641,-1027,,-0.09921875,0.88015625,-0.000641875
4739,6.48E-06,-516,5117,6,-1,,-0.080625,0.79953125,-0.000000625
4740,6.48E-06,-1145,5888,128,-1014,,-0.17890625,0.92,-0.00063375
4741,6.48E-06,-904,5376,-128,-773,,-0.14125,0.84,-0.000483125
4742,6.48E-06,-768,5762,385,-642,,-0.12,0.9003125,-0.00040125
4743,6.49E-06,-1024,5376,123,-384,,-0.16,0.84,-0.00024
4744,6.49E-06,-641,5760,130,-766,,-0.10015625,0.9,-0.00047875
4745,6.49E-06,-765,5505,639,-896,,-0.11953125,0.86015625,-0.00056
4746,6.49E-06,-896,5372,263,-1148,,-0.14,0.839375,-0.0007175
4747,6.49E-06,-896,5632,0,-1028,,-0.14,0.88,-0.0006425
4748,6.50E-06,-895,5377,768,-256,,-0.13984375,0.84015625,-0.00016
4749,6.50E-06,-768,6018,-135,-640,,-0.12,0.9403125,-0.0004
4750,6.50E-06,-898,5630,1,-257,,-0.1403125,0.8796875,-0.000160625
4751,6.50E-06,-896,5504,128,-770,,-0.14,0.86,-0.00048125
4752,6.50E-06,-768,5759,385,-768,,-0.12,0.89984375,-0.00048
4753,6.51E-06,-640,5888,5,-768,,-0.1,0.92,-0.00048
4754,6.51E-06,-767,5759,-128,-256,,-0.11984375,0.89984375,-0.00016
4755,6.51E-06,-645,5759,384,-770,,-0.10078125,0.89984375,-0.00048125
4756,6.51E-06,-512,5503,-4,-768,,-0.08,0.85984375,-0.00048
4757,6.51E-06,-1278,5505,129,-767,,-0.1996875,0.86015625,-0.000479375
4758,6.52E-06,-1029,5761,384,-383,,-0.16078125,0.90015625,-0.000239375
4759,6.52E-06,-896,5888,258,-510,,-0.14,0.92,-0.00031875
4760,6.52E-06,-898,5761,256,-512,,-0.1403125,0.90015625,-0.00032
4761,6.52E-06,-761,5626,257,-512,,-0.11890625,0.8790625,-0.00032
4762,6.52E-06,-392,5121,505,-1158,,-0.06125,0.80015625,-0.00072375
4763,6.53E-06,-1162,6017,-258,-1018,,-0.1815625,0.94015625,-0.00063625
4764,6.53E-06,-758,5376,389,-128,,-0.1184375,0.84,-0.00008
4765,6.53E-06,-773,5630,253,-896,,-0.12078125,0.8796875,-0.00056
4766,6.53E-06,-1024,5898,256,-261,,-0.16,0.9215625,-0.000163125
4767,6.53E-06,-648,5247,128,-896,,-0.10125,0.81984375,-0.00056
4768,6.54E-06,-512,5641,0,-1284,,-0.08,0.88140625,-0.0008025
4769,6.54E-06,-767,5758,382,-1397,,-0.11984375,0.8996875,-0.000873125
4770,6.54E-06,-768,5633,-385,-385,,-0.12,0.88015625,-0.000240625
4771,6.54E-06,-895,5630,256,-1152,,-0.13984375,0.8796875,-0.00072
4772,6.54E-06,-899,5119,0,-385,,-0.14046875,0.79984375,-0.000240625
4773,6.55E-06,-768,5632,-128,-1024,,-0.12,0.88,-0.00064
4774,6.55E-06,-901,5503,1,-763,,-0.14078125,0.85984375,-0.000476875
4775,6.55E-06,-1026,5373,128,-639,,-0.1603125,0.83953125,-0.000399375
4776,6.55E-06,-753,5379,128,-510,,-0.11765625,0.84046875,-0.00031875
4777,6.55E-06,-390,6018,256,-517,,-0.0609375,0.9403125,-0.000323125
4778,6.56E-06,-1171,5887,128,-1024,,-0.18296875,0.91984375,-0.00064
4779,6.56E-06,-1272,5890,384,-512,,-0.19875,0.9203125,-0.00032
4780,6.56E-06,-644,5368,128,-768,,-0.100625,0.83875,-0.00048
4781,6.56E-06,-1021,4609,256,-383,,-0.15953125,0.72015625,-0.000239375
4782,6.56E-06,-1536,5385,384,-517,,-0.24,0.84140625,-0.000323125
4783,6.57E-06,0,5502,253,-767,,0,0.8596875,-0.000479375
4784,6.57E-06,-762,5760,0,-257,,-0.1190625,0.9,-0.000160625
4785,6.57E-06,-777,5504,127,-1018,,-0.12140625,0.86,-0.00063625
4786,6.57E-06,-768,5887,128,-651,,-0.12,0.91984375,-0.000406875
4787,6.57E-06,-1024,5759,-1,-2,,-0.16,0.89984375,-0.00000125
4788,6.58E-06,-636,5760,0,-900,,-0.099375,0.9,-0.0005625
4789,6.58E-06,-509,5628,-1,-1023,,-0.07953125,0.879375,-0.000639375
4790,6.58E-06,-389,5377,-256,-1024,,-0.06078125,0.84015625,-0.00064
4791,6.58E-06,-896,6016,128,-766,,-0.14,0.94,-0.00047875
4792,6.58E-06,-640,5761,2,-387,,-0.1,0.90015625,-0.000241875
4793,6.59E-06,-1151,5888,0,-135,,-0.17984375,0.92,-0.000084375
4794,6.59E-06,-897,5248,260,-1025,,-0.14015625,0.82,-0.000640625
4795,6.59E-06,-1025,5762,378,-382,,-0.16015625,0.9003125,-0.00023875
4796,6.59E-06,-768,5504,-256,-898,,-0.12,0.86,-0.00056125
4797,6.59E-06,-512,5888,386,-383,,-0.08,0.92,-0.000239375
4798,6.60E-06,-897,5504,259,-512,,-0.14015625,0.86,-0.00032
4799,6.60E-06,-385,5372,130,-254,,-0.06015625,0.839375,-0.00015875
4800,6.60E-06,-1030,6018,1,-1024,,-0.1609375,0.9403125,-0.00064
4801,6.60E-06,-895,5882,384,-1024,,-0.13984375,0.9190625,-0.00064
4802,6.60E-06,-1022,5245,-2,-251,,-0.1596875,0.81953125,-0.000156875
4803,6.61E-06,-637,5249,389,-130,,-0.09953125,0.82015625,-0.00008125
4804,6.61E-06,-769,5506,380,-640,,-0.12015625,0.8603125,-0.0004
4805,6.61E-06,-641,5762,125,-767,,-0.10015625,0.9003125,-0.000479375
4806,6.61E-06,-897,5377,512,-1024,,-0.14015625,0.84015625,-0.00064
4807,6.61E-06,-642,5380,-2,-768,,-0.1003125,0.840625,-0.00048
4808,6.62E-06,-894,5497,4,-383,,-0.1396875,0.85890625,-0.000239375
4809,6.62E-06,-1154,4992,385,-386,,-0.1803125,0.78,-0.00024125
4810,6.62E-06,-386,5637,254,-514,,-0.0603125,0.88078125,-0.00032125
4811,6.62E-06,-635,5760,256,-768,,-0.09921875,0.9,-0.00048
4812,6.62E-06,-770,5760,130,-383,,-0.1203125,0.9,-0.000239375
4813,6.63E-06,-898,5759,-257,-512,,-0.1403125,0.89984375,-0.00032
4814,6.63E-06,-1154,5631,-129,-386,,-0.1803125,0.87984375,-0.00024125
4815,6.63E-06,-1022,5633,-254,-908,,-0.1596875,0.88015625,-0.0005675
4816,6.63E-06,-887,5760,387,-1148,,-0.13859375,0.9,-0.0007175
4817,6.63E-06,-642,5760,256,-639,,-0.1003125,0.9,-0.000399375
4818,6.64E-06,-893,5762,0,-896,,-0.13953125,0.9003125,-0.00056
4819,6.64E-06,-384,5248,-126,-773,,-0.06,0.82,-0.000483125
4820,6.64E-06,-1020,5761,-254,-512,,-0.159375,0.90015625,-0.00032
4821,6.64E-06,-774,5632,385,-1024,,-0.1209375,0.88,-0.00064
4822,6.64E-06,-512,5760,-1,-384,,-0.08,0.9,-0.00024
4823,6.65E-06,-894,5757,513,-1024,,-0.1396875,0.89953125,-0.00064
4824,6.65E-06,-1025,4992,384,-384,,-0.16015625,0.78,-0.00024
4825,6.65E-06,-899,5622,257,-1025,,-0.14046875,0.8784375,-0.000640625
4826,6.65E-06,-768,5632,127,-384,,-0.12,0.88,-0.00024
4827,6.65E-06,-637,5764,385,-1157,,-0.09953125,0.900625,-0.000723125
4828,6.66E-06,-517,5888,383,-895,,-0.08078125,0.92,-0.000559375
4829,6.66E-06,-896,5628,512,-890,,-0.14,0.879375,-0.00055625
4830,6.66E-06,-509,5247,512,-257,,-0.07953125,0.81984375,-0.000160625
4831,6.66E-06,-771,5504,638,-769,,-0.12046875,0.86,-0.000480625
4832,6.66E-06,-899,5375,130,-512,,-0.14046875,0.83984375,-0.00032
4833,6.67E-06,-1408,5891,127,-1156,,-0.22,0.92046875,-0.0007225
4834,6.67E-06,-899,6142,256,-1022,,-0.14046875,0.9596875,-0.00063875
4835,6.67E-06,-640,5372,128,-885,,-0.1,0.839375,-0.000553125
4836,6.67E-06,-896,5249,385,-258,,-0.14,0.82015625,-0.00016125
4837,6.67E-06,-641,5376,384,-899,,-0.10015625,0.84,-0.000561875
4838,6.68E-06,-762,5759,-380,-640,,-0.1190625,0.89984375,-0.0004
4839,6.68E-06,-1023,5632,124,-898,,-0.15984375,0.88,-0.00056125
4840,6.68E-06,-509,5248,639,-255,,-0.07953125,0.82,-0.000159375
4841,6.68E-06,-783,5504,-139,-644,,-0.12234375,0.86,-0.0004025
4842,6.68E-06,-884,5374,-253,-769,,-0.138125,0.8396875,-0.000480625
4843,6.69E-06,-518,5376,260,-896,,-0.0809375,0.84,-0.00056
4844,6.69E-06,-1156,5504,512,-640,,-0.180625,0.86,-0.0004
4845,6.69E-06,-638,5502,384,-770,,-0.0996875,0.8596875,-0.00048125
4846,6.69E-06,-518,5632,385,-384,,-0.0809375,0.88,-0.00024
4847,6.69E-06,-503,5505,127,-901,,-0.07859375,0.86015625,-0.000563125
4848,6.70E-06,-1280,5893,128,-896,,-0.2,0.92078125,-0.00056
4849,6.70E-06,-519,5757,255,-637,,-0.08109375,0.89953125,-0.000398125
4850,6.70E-06,-635,5120,0,-387,,-0.09921875,0.8,-0.000241875
4851,6.70E-06,-894,5756,126,-768,,-0.1396875,0.899375,-0.00048
4852,6.70E-06,-1015,5513,383,-514,,-0.15859375,0.86140625,-0.00032125
4853,6.71E-06,-1536,5499,257,-767,,-0.24,0.85921875,-0.000479375
4854,6.71E-06,-893,5889,256,-895,,-0.13953125,0.92015625,-0.000559375
4855,6.71E-06,-772,5377,130,-1155,,-0.120625,0.84015625,-0.000721875
4856,6.71E-06,-1024,5501,-384,-258,,-0.16,0.85953125,-0.00016125
4857,6.71E-06,-768,5757,122,-890,,-0.12,0.89953125,-0.00055625
4858,6.72E-06,-1024,5894,264,-783,,-0.16,0.9209375,-0.000489375
4859,6.72E-06,-779,5504,-2,-634,,-0.12171875,0.86,-0.00039625
4860,6.72E-06,-760,5632,512,-1152,,-0.11875,0.88,-0.00072
4861,6.72E-06,-1155,5376,512,-769,,-0.18046875,0.84,-0.000480625
4862,6.72E-06,-514,5245,-127,-898,,-0.0803125,0.81953125,-0.00056125
4863,6.73E-06,-630,6139,767,-387,,-0.0984375,0.95921875,-0.000241875
4864,6.73E-06,-1145,5898,134,-392,,-0.17890625,0.9215625,-0.000245
