,,CH1,CH2,CH3,CH4,,GateV,Vf,If
4865,6.73E-06,-1278,5385,-1,11,,-0.1996875,0.84140625,0.000006875
4866,6.73E-06,-1020,5502,-128,-1024,,-0.159375,0.8596875,-0.00064
4867,6.73E-06,-259,5883,0,-1026,,-0.04046875,0.91921875,-0.00064125
4868,6.74E-06,-1030,5119,512,-640,,-0.1609375,0.79984375,-0.0004
4869,6.74E-06,-638,5765,639,-513,,-0.0996875,0.90078125,-0.000320625
4870,6.74E-06,-1025,5504,256,-512,,-0.16015625,0.86,-0.00032
4871,6.74E-06,-899,5254,510,-768,,-0.14046875,0.8209375,-0.00048
4872,6.74E-06,-636,4862,130,-768,,-0.099375,0.7596875,-0.00048
4873,6.75E-06,-897,5504,0,-896,,-0.14015625,0.86,-0.00056
4874,6.75E-06,-640,5503,128,0,,-0.1,0.85984375,0
4875,6.75E-06,-1023,5375,1,-899,,-0.15984375,0.83984375,-0.000561875
4876,6.75E-06,-898,5376,512,-384,,-0.1403125,0.84,-0.00024
4877,6.75E-06,-1145,5375,512,-889,,-0.17890625,0.83984375,-0.000555625
4878,6.76E-06,-1293,5625,516,-1404,,-0.20203125,0.87890625,-0.0008775
4879,6.76E-06,-383,5888,127,-1158,,-0.05984375,0.92,-0.00072375
4880,6.76E-06,-1035,5248,384,-389,,-0.16171875,0.82,-0.000243125
4881,6.76E-06,-1006,5248,124,-258,,-0.1571875,0.82,-0.00016125
4882,6.76E-06,-386,5760,0,-896,,-0.0603125,0.9,-0.00056
4883,6.77E-06,-1030,5505,256,-899,,-0.1609375,0.86015625,-0.000561875
4884,6.77E-06,-1152,5373,129,-767,,-0.18,0.83953125,-0.000479375
4885,6.77E-06,-1037,5631,-1,-775,,-0.16203125,0.87984375,-0.000484375
4886,6.77E-06,-638,5504,127,-129,,-0.0996875,0.86,-0.000080625
4887,6.77E-06,-1023,5504,128,-765,,-0.15984375,0.86,-0.000478125
4888,6.78E-06,-768,5374,255,-897,,-0.12,0.8396875,-0.000560625
4889,6.78E-06,-1023,4992,381,-898,,-0.15984375,0.78,-0.00056125
4890,6.78E-06,-650,5629,516,-513,,-0.1015625,0.87953125,-0.000320625
4891,6.78E-06,-753,5765,-127,-638,,-0.11765625,0.90078125,-0.00039875
4892,6.78E-06,-1152,5376,256,-768,,-0.18,0.84,-0.00048
4893,6.79E-06,-758,5632,-128,-896,,-0.1184375,0.88,-0.00056
4894,6.79E-06,-513,5888,258,-768,,-0.08015625,0.92,-0.00048
4895,6.79E-06,-777,4990,385,-894,,-0.12140625,0.7796875,-0.00055875
4896,6.79E-06,-1026,5505,512,-129,,-0.1603125,0.86015625,-0.000080625
4897,6.79E-06,-890,5379,510,-1024,,-0.1390625,0.84046875,-0.00064
4898,6.80E-06,-513,5500,641,-133,,-0.08015625,0.859375,-0.000083125
4899,6.80E-06,-767,5888,257,-760,,-0.11984375,0.92,-0.000475
4900,6.80E-06,-640,6016,257,-897,,-0.1,0.94,-0.000560625
4901,6.80E-06,-897,5886,-130,-512,,-0.14015625,0.9196875,-0.00032
4902,6.80E-06,-640,5501,-384,-512,,-0.1,0.85953125,-0.00032
4903,6.81E-06,-1019,5248,0,-513,,-0.15921875,0.82,-0.000320625
4904,6.81E-06,-1156,5499,0,-382,,-0.180625,0.85921875,-0.00023875
4905,6.81E-06,-1024,5630,128,-893,,-0.16,0.8796875,-0.000558125
4906,6.81E-06,-894,5887,0,-768,,-0.1396875,0.91984375,-0.00048
4907,6.81E-06,-511,5629,-256,-512,,-0.07984375,0.87953125,-0.00032
4908,6.82E-06,-773,5635,386,-644,,-0.12078125,0.88046875,-0.0004025
4909,6.82E-06,-763,5759,256,-768,,-0.11921875,0.89984375,-0.00048
4910,6.82E-06,-517,5377,640,-640,,-0.08078125,0.84015625,-0.0004
4911,6.82E-06,-1407,5375,131,-639,,-0.21984375,0.83984375,-0.000399375
4912,6.82E-06,-907,5375,255,-896,,-0.14171875,0.83984375,-0.00056
4913,6.83E-06,-636,5504,382,-510,,-0.099375,0.86,-0.00031875
4914,6.83E-06,-897,5504,-258,-384,,-0.14015625,0.86,-0.00024
4915,6.83E-06,-384,5633,1,-1280,,-0.06,0.88015625,-0.0008
4916,6.83E-06,-632,5887,128,-1152,,-0.09875,0.91984375,-0.00072
4917,6.83E-06,-1153,5377,2,-383,,-0.18015625,0.84015625,-0.000239375
4918,6.84E-06,-383,5633,121,-768,,-0.05984375,0.88015625,-0.00048
4919,6.84E-06,-1414,5121,511,-133,,-0.2209375,0.80015625,-0.000083125
4920,6.84E-06,-888,5379,383,-382,,-0.13875,0.84046875,-0.00023875
4921,6.84E-06,-767,5889,383,-767,,-0.11984375,0.92015625,-0.000479375
4922,6.84E-06,-643,5637,385,-895,,-0.10046875,0.88078125,-0.000559375
4923,6.85E-06,-896,4988,768,-904,,-0.14,0.779375,-0.000565
4924,6.85E-06,-512,5881,387,-256,,-0.08,0.91890625,-0.00016
4925,6.85E-06,-758,5504,1,-768,,-0.1184375,0.86,-0.00048
4926,6.85E-06,-772,5763,-256,-641,,-0.120625,0.90046875,-0.000400625
4927,6.85E-06,-512,5888,-127,-897,,-0.08,0.92,-0.000560625
4928,6.86E-06,-1014,5756,3,-767,,-0.1584375,0.899375,-0.000479375
4929,6.86E-06,-1411,5504,511,-642,,-0.22046875,0.86,-0.00040125
4930,6.86E-06,-779,5888,255,-1152,,-0.12171875,0.92,-0.00072
4931,6.86E-06,-616,5505,641,-641,,-0.09625,0.86015625,-0.000400625
4932,6.86E-06,-1405,5632,0,-1024,,-0.21953125,0.88,-0.00064
4933,6.87E-06,-378,4991,255,-640,,-0.0590625,0.77984375,-0.0004
4934,6.87E-06,-778,5376,-258,-1023,,-0.1215625,0.84,-0.000639375
4935,6.87E-06,-1021,5631,-126,-383,,-0.15953125,0.87984375,-0.000239375
4936,6.87E-06,-893,5504,255,-768,,-0.13953125,0.86,-0.00048
4937,6.87E-06,-770,5629,135,-383,,-0.1203125,0.87953125,-0.000239375
4938,6.88E-06,-775,5632,-3,-894,,-0.12109375,0.88,-0.00055875
4939,6.88E-06,-384,5248,640,-388,,-0.06,0.82,-0.0002425
4940,6.88E-06,-893,6019,638,-257,,-0.13953125,0.94046875,-0.000160625
4941,6.88E-06,-1152,5631,128,-128,,-0.18,0.87984375,-0.00008
4942,6.88E-06,-642,5888,384,-767,,-0.1003125,0.92,-0.000479375
4943,6.89E-06,-637,5633,127,-385,,-0.09953125,0.88015625,-0.000240625
4944,6.89E-06,-892,5624,511,-891,,-0.139375,0.87875,-0.000556875
4945,6.89E-06,-1153,6016,0,-642,,-0.18015625,0.94,-0.00040125
4946,6.89E-06,-1149,5502,-128,-512,,-0.17953125,0.8596875,-0.00032
4947,6.89E-06,-767,5509,516,-640,,-0.11984375,0.86078125,-0.0004
4948,6.90E-06,-896,5759,510,-896,,-0.14,0.89984375,-0.00056
4949,6.90E-06,-772,5248,128,-513,,-0.120625,0.82,-0.000320625
4950,6.90E-06,-1280,5245,379,-1024,,-0.2,0.81953125,-0.00064
4951,6.90E-06,-519,5759,386,-512,,-0.08109375,0.89984375,-0.00032
4952,6.90E-06,-893,5503,0,-385,,-0.13953125,0.85984375,-0.000240625
4953,6.91E-06,-644,5631,0,-642,,-0.100625,0.87984375,-0.00040125
4954,6.91E-06,-768,5373,-1,-894,,-0.12,0.83953125,-0.00055875
4955,6.91E-06,-1280,4991,-128,-511,,-0.2,0.77984375,-0.000319375
4956,6.91E-06,-777,5248,0,-642,,-0.12140625,0.82,-0.00040125
4957,6.91E-06,-376,4999,253,-1025,,-0.05875,0.78109375,-0.000640625
4958,6.92E-06,-1154,4606,383,-768,,-0.1803125,0.7196875,-0.00048
4959,6.92E-06,-765,5511,383,-1152,,-0.11953125,0.86109375,-0.00072
4960,6.92E-06,-1168,5759,128,-895,,-0.1825,0.89984375,-0.000559375
4961,6.92E-06,-1132,5374,520,-767,,-0.176875,0.8396875,-0.000479375
4962,6.92E-06,-383,5248,764,-257,,-0.05984375,0.82,-0.000160625
4963,6.93E-06,-900,5631,255,-1025,,-0.140625,0.87984375,-0.000640625
4964,6.93E-06,-768,5375,512,-132,,-0.12,0.83984375,-0.0000825
4965,6.93E-06,-1272,5760,256,-896,,-0.19875,0.9,-0.00056
4966,6.93E-06,-1282,5497,384,-642,,-0.2003125,0.85890625,-0.00040125
4967,6.93E-06,-771,5510,382,-1409,,-0.12046875,0.8609375,-0.000880625
4968,6.94E-06,-640,6149,-128,-632,,-0.1,0.96078125,-0.000395
4969,6.94E-06,-770,6012,256,-769,,-0.1203125,0.939375,-0.000480625
4970,6.94E-06,-635,5252,0,-897,,-0.09921875,0.820625,-0.000560625
4971,6.94E-06,-1153,4992,512,-512,,-0.18015625,0.78,-0.00032
4972,6.94E-06,-891,5248,252,-388,,-0.13921875,0.82,-0.0002425
4973,6.95E-06,-1035,5122,-3,-639,,-0.16171875,0.8003125,-0.000399375
4974,6.95E-06,-1410,5632,4,-251,,-0.2203125,0.88,-0.000156875
4975,6.95E-06,-1141,5115,513,-388,,-0.17828125,0.79921875,-0.0002425
4976,6.95E-06,-894,5249,256,-899,,-0.1396875,0.82015625,-0.000561875
4977,6.95E-06,-898,5503,-2,-1029,,-0.1403125,0.85984375,-0.000643125
4978,6.96E-06,-896,5502,384,0,,-0.14,0.8596875,0
4979,6.96E-06,-769,5376,256,-259,,-0.12015625,0.84,-0.000161875
4980,6.96E-06,-640,5372,130,-641,,-0.1,0.839375,-0.000400625
4981,6.96E-06,-640,5120,385,-898,,-0.1,0.8,-0.00056125
4982,6.96E-06,-894,5634,256,-1023,,-0.1396875,0.8803125,-0.000639375
4983,6.97E-06,-1159,5631,128,-642,,-0.18109375,0.87984375,-0.00040125
4984,6.97E-06,-512,5762,256,-513,,-0.08,0.9003125,-0.000320625
4985,6.97E-06,-905,5119,-2,-384,,-0.14140625,0.79984375,-0.00024
4986,6.97E-06,-1017,5637,-128,-643,,-0.15890625,0.88078125,-0.000401875
4987,6.97E-06,-382,5632,385,-1024,,-0.0596875,0.88,-0.00064
4988,6.98E-06,-769,5887,126,-769,,-0.12015625,0.91984375,-0.000480625
4989,6.98E-06,-514,5504,0,-894,,-0.0803125,0.86,-0.00055875
4990,6.98E-06,-1280,5755,126,-257,,-0.2,0.89921875,-0.000160625
4991,6.98E-06,-903,5760,128,-774,,-0.14109375,0.9,-0.00048375
4992,6.98E-06,-640,5501,-257,-761,,-0.1,0.85953125,-0.000475625
4993,6.99E-06,-895,5378,3,-385,,-0.13984375,0.8403125,-0.000240625
4994,6.99E-06,-896,5633,128,-902,,-0.14,0.88015625,-0.00056375
4995,6.99E-06,-1280,5503,1,-896,,-0.2,0.85984375,-0.00056
4996,6.99E-06,-1155,5504,510,-896,,-0.18046875,0.86,-0.00056
4997,6.99E-06,-514,5757,259,-127,,-0.0803125,0.89953125,-0.000079375
4998,7.00E-06,-904,5758,127,-1280,,-0.14125,0.8996875,-0.0008
4999,7.00E-06,-1155,5244,126,-1024,,-0.18046875,0.819375,-0.00064
5000,7.00E-06,-1153,5252,-258,-764,,-0.18015625,0.820625,-0.0004775
5001,7.00E-06,-883,5633,7,-386,,-0.13796875,0.88015625,-0.00024125
5002,7.00E-06,-385,5503,383,-1151,,-0.06015625,0.85984375,-0.000719375
5003,7.01E-06,-898,5506,257,-385,,-0.1403125,0.8603125,-0.000240625
5004,7.01E-06,-902,5248,383,-1024,,-0.1409375,0.82,-0.00064
5005,7.01E-06,-638,5378,383,-768,,-0.0996875,0.8403125,-0.00048
5006,7.01E-06,-1152,5376,256,-638,,-0.18,0.84,-0.00039875
5007,7.01E-06,-770,5372,255,-387,,-0.1203125,0.839375,-0.000241875
5008,7.02E-06,-640,5119,0,-898,,-0.1,0.79984375,-0.00056125
5009,7.02E-06,-893,5248,128,-898,,-0.13953125,0.82,-0.00056125
5010,7.02E-06,-898,5247,-1,-1280,,-0.1403125,0.81984375,-0.0008
5011,7.02E-06,-766,5505,385,-758,,-0.1196875,0.86015625,-0.00047375
5012,7.02E-06,-775,5503,379,-388,,-0.12109375,0.85984375,-0.0002425
5013,7.03E-06,-1156,5247,-257,-897,,-0.180625,0.81984375,-0.000560625
5014,7.03E-06,-1153,5376,0,-640,,-0.18015625,0.84,-0.0004
5015,7.03E-06,-1147,5376,-128,-1027,,-0.17921875,0.84,-0.000641875
5016,7.03E-06,-636,5245,635,-768,,-0.099375,0.81953125,-0.00048
5017,7.03E-06,-757,6016,519,-513,,-0.11828125,0.94,-0.000320625
5018,7.04E-06,-1152,5118,-1,-512,,-0.18,0.7996875,-0.00032
5019,7.04E-06,-897,5506,384,-770,,-0.14015625,0.8603125,-0.00048125
5020,7.04E-06,-898,5761,124,-896,,-0.1403125,0.90015625,-0.00056
5021,7.04E-06,-511,5760,128,-640,,-0.07984375,0.9,-0.0004
5022,7.04E-06,-1150,5763,256,-640,,-0.1796875,0.90046875,-0.0004
5023,7.05E-06,-899,5004,-255,-513,,-0.14046875,0.781875,-0.000320625
5024,7.05E-06,-1025,4992,-4,-640,,-0.16015625,0.78,-0.0004
5025,7.05E-06,-636,5897,768,-896,,-0.099375,0.92140625,-0.00056
5026,7.05E-06,-511,5623,120,-640,,-0.07984375,0.87859375,-0.0004
5027,7.05E-06,-516,5247,1,-638,,-0.080625,0.81984375,-0.00039875
5028,7.06E-06,-900,5248,386,-252,,-0.140625,0.82,-0.0001575
5029,7.06E-06,-761,5376,510,-261,,-0.11890625,0.84,-0.000163125
5030,7.06E-06,-384,5247,1,-896,,-0.06,0.81984375,-0.00056
5031,7.06E-06,-766,5505,254,-642,,-0.1196875,0.86015625,-0.00040125
5032,7.06E-06,-639,5502,384,-1412,,-0.09984375,0.8596875,-0.0008825
5033,7.07E-06,-1025,4991,383,-750,,-0.16015625,0.77984375,-0.00046875
5034,7.07E-06,-384,5250,254,-259,,-0.06,0.8203125,-0.000161875
5035,7.07E-06,-1024,5376,0,-769,,-0.16,0.84,-0.000480625
5036,7.07E-06,-519,5632,-126,-640,,-0.08109375,0.88,-0.0004
5037,7.07E-06,-642,5376,-4,-1275,,-0.1003125,0.84,-0.000796875
5038,7.08E-06,-1024,5633,768,-1020,,-0.16,0.88015625,-0.0006375
5039,7.08E-06,-765,5375,-6,-253,,-0.11953125,0.83984375,-0.000158125
5040,7.08E-06,-1037,5374,387,-515,,-0.16203125,0.8396875,-0.000321875
5041,7.08E-06,-1143,5120,255,-1025,,-0.17859375,0.8,-0.000640625
5042,7.08E-06,-770,5504,383,-768,,-0.1203125,0.86,-0.00048
5043,7.09E-06,-1152,4991,129,-1278,,-0.18,0.77984375,-0.00079875
5044,7.09E-06,-646,5633,-2,-896,,-0.1009375,0.88015625,-0.00056
5045,7.09E-06,-891,5368,512,-770,,-0.13921875,0.83875,-0.00048125
5046,7.09E-06,-899,4864,0,-768,,-0.14046875,0.76,-0.00048
5047,7.09E-06,-516,5378,129,-635,,-0.080625,0.8403125,-0.000396875
5048,7.10E-06,-506,5504,256,-133,,-0.0790625,0.86,-0.000083125
5049,7.10E-06,-1022,4990,127,-896,,-0.1596875,0.7796875,-0.00056
5050,7.10E-06,-769,5753,389,-141,,-0.12015625,0.89890625,-0.000088125
5051,7.10E-06,-1024,5381,-253,-506,,-0.16,0.84078125,-0.00031625
5052,7.10E-06,-768,5500,0,-895,,-0.12,0.859375,-0.000559375
5053,7.11E-06,-1025,5760,127,-895,,-0.16015625,0.9,-0.000559375
5054,7.11E-06,-766,5510,256,-1282,,-0.1196875,0.8609375,-0.00080125
5055,7.11E-06,-771,5242,257,-516,,-0.12046875,0.8190625,-0.0003225
5056,7.11E-06,-896,6021,376,-515,,-0.14,0.94078125,-0.000321875
5057,7.11E-06,-637,5248,642,-376,,-0.09953125,0.82,-0.000235
5058,7.12E-06,-1022,6015,0,-1025,,-0.1596875,0.93984375,-0.000640625
5059,7.12E-06,-772,5376,-384,-386,,-0.120625,0.84,-0.00024125
5060,7.12E-06,-768,5759,-124,-641,,-0.12,0.89984375,-0.000400625
5061,7.12E-06,-764,5632,767,-260,,-0.119375,0.88,-0.0001625
5062,7.12E-06,-1028,5884,5,-138,,-0.160625,0.919375,-0.00008625
5063,7.13E-06,-645,5776,369,154,,-0.10078125,0.9025,0.00009625
5064,7.13E-06,-768,5249,513,-1152,,-0.12,0.82015625,-0.00072
5065,7.13E-06,-644,5382,0,-768,,-0.100625,0.8409375,-0.00048
5066,7.13E-06,-1160,5629,256,-1152,,-0.18125,0.87953125,-0.00072
5067,7.13E-06,-1148,4989,256,-125,,-0.179375,0.77953125,-0.000078125
5068,7.14E-06,-766,5248,256,-768,,-0.1196875,0.82,-0.00048
5069,7.14E-06,-512,5376,131,-899,,-0.08,0.84,-0.000561875
5070,7.14E-06,-758,5375,-129,-769,,-0.1184375,0.83984375,-0.000480625
5071,7.14E-06,-1024,5504,256,-768,,-0.16,0.86,-0.00048
5072,7.14E-06,-897,5376,640,-510,,-0.14015625,0.84,-0.00031875
5073,7.15E-06,-896,5633,254,-130,,-0.14,0.88015625,-0.00008125
5074,7.15E-06,-1027,5632,128,-771,,-0.16046875,0.88,-0.000481875
5075,7.15E-06,-641,5249,128,-767,,-0.10015625,0.82015625,-0.000479375
5076,7.15E-06,-1017,5243,127,-1156,,-0.15890625,0.81921875,-0.0007225
5077,7.15E-06,-1023,5376,256,-516,,-0.15984375,0.84,-0.0003225
5078,7.16E-06,-640,4864,256,-637,,-0.1,0.76,-0.000398125
5079,7.16E-06,-1026,5120,131,-640,,-0.1603125,0.8,-0.0004
5080,7.16E-06,-1031,5760,511,-640,,-0.16109375,0.9,-0.0004
5081,7.16E-06,-1533,5121,-128,-640,,-0.23953125,0.80015625,-0.0004
5082,7.16E-06,-639,5500,1024,-640,,-0.09984375,0.859375,-0.0004
5083,7.17E-06,-1136,5129,-118,-520,,-0.1775,0.80140625,-0.000325
5084,7.17E-06,-907,4736,255,-123,,-0.14171875,0.74,-0.000076875
5085,7.17E-06,-764,5891,128,-1021,,-0.119375,0.92046875,-0.000638125
5086,7.17E-06,-1153,5119,256,-895,,-0.18015625,0.79984375,-0.000559375
5087,7.17E-06,-769,5632,0,-642,,-0.12015625,0.88,-0.00040125
5088,7.18E-06,-1027,5377,254,-512,,-0.16046875,0.84015625,-0.00032
5089,7.18E-06,-519,5247,256,-646,,-0.08109375,0.81984375,-0.00040375
5090,7.18E-06,-898,5248,384,-128,,-0.1403125,0.82,-0.00008
5091,7.18E-06,-1019,5248,512,-1280,,-0.15921875,0.82,-0.0008
5092,7.18E-06,-775,5504,638,-507,,-0.12109375,0.86,-0.000316875
5093,7.19E-06,-1397,5504,126,129,,-0.21828125,0.86,0.000080625
5094,7.19E-06,-248,5632,256,-260,,-0.03875,0.88,-0.0001625
5095,7.19E-06,-906,5632,-255,-768,,-0.1415625,0.88,-0.00048
5096,7.19E-06,-894,5506,-2,-894,,-0.1396875,0.8603125,-0.00055875
5097,7.19E-06,-769,5376,-1,-1155,,-0.12015625,0.84,-0.000721875
5098,7.20E-06,-639,5504,256,-514,,-0.09984375,0.86,-0.00032125
5099,7.20E-06,-645,5503,-2,-640,,-0.10078125,0.85984375,-0.0004
5100,7.20E-06,-254,5249,-128,-511,,-0.0396875,0.82015625,-0.000319375
5101,7.20E-06,-1149,5760,128,-897,,-0.17953125,0.9,-0.000560625
5102,7.20E-06,-645,5262,382,-385,,-0.10078125,0.8221875,-0.000240625
5103,7.21E-06,-1024,4990,386,-890,,-0.16,0.7796875,-0.00055625
5104,7.21E-06,-769,5763,-128,-768,,-0.12015625,0.90046875,-0.00048
5105,7.21E-06,-1153,5631,128,-128,,-0.18015625,0.87984375,-0.00008
5106,7.21E-06,-765,5757,512,-260,,-0.11953125,0.89953125,-0.0001625
5107,7.21E-06,-765,5247,256,-645,,-0.11953125,0.81984375,-0.000403125
5108,7.22E-06,-518,5633,256,-1408,,-0.0809375,0.88015625,-0.00088
5109,7.22E-06,-1408,5000,514,-517,,-0.22,0.78125,-0.000323125
5110,7.22E-06,-651,5118,0,-256,,-0.10171875,0.7996875,-0.00016
5111,7.22E-06,-634,5376,384,-257,,-0.0990625,0.84,-0.000160625
5112,7.22E-06,-1022,5119,-1,-384,,-0.1596875,0.79984375,-0.00024
5113,7.23E-06,-1024,5249,258,-640,,-0.16,0.82015625,-0.0004
5114,7.23E-06,-899,5377,640,-1024,,-0.14046875,0.84015625,-0.00064
5115,7.23E-06,-640,5503,126,-516,,-0.1,0.85984375,-0.0003225
5116,7.23E-06,-896,5633,645,-513,,-0.14,0.88015625,-0.000320625
5117,7.23E-06,-766,5377,-255,-508,,-0.1196875,0.84015625,-0.0003175
5118,7.24E-06,-641,5378,387,-1152,,-0.10015625,0.8403125,-0.00072
5119,7.24E-06,-770,5890,636,-641,,-0.1203125,0.9203125,-0.000400625
5120,7.24E-06,-768,5891,255,-896,,-0.12,0.92046875,-0.00056
5121,7.24E-06,-768,4995,384,-261,,-0.12,0.78046875,-0.000163125
5122,7.24E-06,-768,5239,130,-379,,-0.12,0.81859375,-0.000236875
5123,7.25E-06,-511,5376,253,-384,,-0.07984375,0.84,-0.00024
5124,7.25E-06,-643,5121,511,-642,,-0.10046875,0.80015625,-0.00040125
5125,7.25E-06,-378,5634,510,-897,,-0.0590625,0.8803125,-0.000560625
5126,7.25E-06,-1151,5503,1,-896,,-0.17984375,0.85984375,-0.00056
5127,7.25E-06,-519,5631,384,-768,,-0.08109375,0.87984375,-0.00048
5128,7.26E-06,-633,5248,0,-896,,-0.09890625,0.82,-0.00056
5129,7.26E-06,-1022,5629,382,-384,,-0.1596875,0.87953125,-0.00024
5130,7.26E-06,-762,5248,256,-898,,-0.1190625,0.82,-0.00056125
5131,7.26E-06,-513,5250,384,-896,,-0.08015625,0.8203125,-0.00056
5132,7.26E-06,-772,5888,381,-896,,-0.120625,0.92,-0.00056
5133,7.27E-06,-764,5889,-386,-768,,-0.119375,0.92015625,-0.00048
5134,7.27E-06,-640,5634,-2,-767,,-0.1,0.8803125,-0.000479375
5135,7.27E-06,-769,5246,-5,-1023,,-0.12015625,0.8196875,-0.000639375
5136,7.27E-06,-768,5632,511,-899,,-0.12,0.88,-0.000561875
5137,7.27E-06,-893,5504,384,-643,,-0.13953125,0.86,-0.000401875
5138,7.28E-06,-1024,5503,513,-257,,-0.16,0.85984375,-0.000160625
5139,7.28E-06,-896,5119,641,-384,,-0.14,0.79984375,-0.00024
5140,7.28E-06,-511,5376,509,-639,,-0.07984375,0.84,-0.000399375
5141,7.28E-06,-1148,5248,-1,-638,,-0.179375,0.82,-0.00039875
5142,7.28E-06,-901,5238,765,-899,,-0.14078125,0.8184375,-0.000561875
5143,7.29E-06,-896,5761,0,-386,,-0.14,0.90015625,-0.00024125
5144,7.29E-06,-767,4988,-128,-384,,-0.11984375,0.779375,-0.00024
5145,7.29E-06,-771,4865,-126,-640,,-0.12046875,0.76015625,-0.0004
5146,7.29E-06,-1026,4994,386,-766,,-0.1603125,0.7803125,-0.00047875
5147,7.29E-06,-893,5376,384,-128,,-0.13953125,0.84,-0.00008
5148,7.30E-06,-768,4994,517,-640,,-0.12,0.7803125,-0.0004
5149,7.30E-06,-1025,5118,-1,-128,,-0.16015625,0.7996875,-0.00008
5150,7.30E-06,-769,5377,640,-4,,-0.12015625,0.84015625,-0.0000025
5151,7.30E-06,-896,5376,510,-1156,,-0.14,0.84,-0.0007225
5152,7.30E-06,-768,5374,126,-1018,,-0.12,0.8396875,-0.00063625
5153,7.31E-06,-895,4864,-258,-510,,-0.13984375,0.76,-0.00031875
5154,7.31E-06,-1026,5377,-384,-384,,-0.1603125,0.84015625,-0.00024
5155,7.31E-06,-645,5251,503,-512,,-0.10078125,0.82046875,-0.00032
5156,7.31E-06,-772,5247,513,-384,,-0.120625,0.81984375,-0.00024
5157,7.31E-06,-1157,5379,128,-384,,-0.18078125,0.84046875,-0.00024
5158,7.32E-06,-1142,5502,511,-514,,-0.1784375,0.8596875,-0.00032125
5159,7.32E-06,-635,4863,130,-769,,-0.09921875,0.75984375,-0.000480625
5160,7.32E-06,-637,5376,639,-768,,-0.09953125,0.84,-0.00048
5161,7.32E-06,-387,5378,0,-770,,-0.06046875,0.8403125,-0.00048125
5162,7.32E-06,-1024,4869,385,-378,,-0.16,0.76078125,-0.00023625
5163,7.33E-06,-1029,5123,-384,-1152,,-0.16078125,0.80046875,-0.00072
5164,7.33E-06,-770,5633,256,-768,,-0.1203125,0.88015625,-0.00048
5165,7.33E-06,-513,5241,-386,-1148,,-0.08015625,0.81890625,-0.0007175
5166,7.33E-06,-512,5121,-124,-385,,-0.08,0.80015625,-0.000240625
5167,7.33E-06,-512,5378,0,-1023,,-0.08,0.8403125,-0.000639375
5168,7.34E-06,-636,5632,0,-128,,-0.099375,0.88,-0.00008
5169,7.34E-06,-768,5376,-128,-1024,,-0.12,0.84,-0.00064
5170,7.34E-06,-516,5119,127,-502,,-0.080625,0.79984375,-0.00031375
5171,7.34E-06,-1027,5120,-261,-124,,-0.16046875,0.8,-0.0000775
5172,7.34E-06,-634,4993,8,-137,,-0.0990625,0.78015625,-0.000085625
5173,7.35E-06,-907,5117,639,-1028,,-0.14171875,0.79953125,-0.0006425
5174,7.35E-06,-1024,4736,-128,-1024,,-0.16,0.74,-0.00064
5175,7.35E-06,-892,5245,380,-896,,-0.139375,0.81953125,-0.00056
5176,7.35E-06,-765,5375,0,-768,,-0.11953125,0.83984375,-0.00048
5177,7.35E-06,-1152,5503,-128,-383,,-0.18,0.85984375,-0.000239375
5178,7.36E-06,-768,5507,388,-387,,-0.12,0.86046875,-0.000241875
5179,7.36E-06,-768,5761,122,-770,,-0.12,0.90015625,-0.00048125
5180,7.36E-06,-641,5373,-128,-769,,-0.10015625,0.83953125,-0.000480625
5181,7.36E-06,-760,4993,255,-1022,,-0.11875,0.78015625,-0.00063875
5182,7.36E-06,-1024,5118,1,-900,,-0.16,0.7996875,-0.0005625
5183,7.37E-06,-898,5506,0,-509,,-0.1403125,0.8603125,-0.000318125
5184,7.37E-06,-1283,5634,128,-644,,-0.20046875,0.8803125,-0.0004025
5185,7.37E-06,-1152,5627,-128,-1405,,-0.18,0.87921875,-0.000878125
5186,7.37E-06,-1012,4991,128,-379,,-0.158125,0.77984375,-0.000236875
5187,7.37E-06,-1,5504,0,-640,,-0.00015625,0.86,-0.0004
5188,7.38E-06,-896,4607,256,-386,,-0.14,0.71984375,-0.00024125
5189,7.38E-06,-647,5632,128,-259,,-0.10109375,0.88,-0.000161875
5190,7.38E-06,-638,5242,385,-773,,-0.0996875,0.8190625,-0.000483125
5191,7.38E-06,-1279,5249,126,-767,,-0.19984375,0.82015625,-0.000479375
5192,7.38E-06,-1024,5247,-1,-636,,-0.16,0.81984375,-0.0003975
5193,7.39E-06,-768,5248,-127,-255,,-0.12,0.82,-0.000159375
5194,7.39E-06,-512,5376,254,-384,,-0.08,0.84,-0.00024
5195,7.39E-06,-764,4993,3,-511,,-0.119375,0.78015625,-0.000319375
5196,7.39E-06,-891,5378,-128,-768,,-0.13921875,0.8403125,-0.00048
5197,7.39E-06,-514,5630,0,-1024,,-0.0803125,0.8796875,-0.00064
5198,7.40E-06,-1029,5377,-1,-635,,-0.16078125,0.84015625,-0.000396875
5199,7.40E-06,-762,5502,1,-385,,-0.1190625,0.8596875,-0.000240625
5200,7.40E-06,-766,4864,128,-767,,-0.1196875,0.76,-0.000479375
5201,7.40E-06,-512,5624,-1,-511,,-0.08,0.87875,-0.000319375
5202,7.40E-06,-638,5505,1,-1024,,-0.0996875,0.86015625,-0.00064
5203,7.41E-06,-641,5374,-385,-768,,-0.10015625,0.8396875,-0.00048
5204,7.41E-06,-640,5114,-254,-386,,-0.1,0.7990625,-0.00024125
